개방자치단체코드,관리번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3640000,202636400000900147,2021-17,방범용,기타,한밭대로 1254번길 83-2(용전동 62-1),대전광역시 동구 한밭대로 1254번길 83-2,대전광역시 동구 용전동 62-1,36.3524,127.4349,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900148,2021-39,방범용,기타,동대전로284번길 47(가양동 85-16),대전광역시 동구 동대전로284번길 47,대전광역시 동구 가양동 85-16,36.3473,127.4479,양방향,N,N,Y,경보등+경보음,2023,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900149,2021-44,방범용,기타,"동대전로131번길 40-6
(자양동 237-1)",대전광역시 동구 동대전로131번길 40-6,대전광역시 동구 자양동 237-1,36.3352,127.4444,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900139,2020-45,방범용,기타,성동로 65(자양동 200-2),대전광역시 동구 성동로 65,대전광역시 동구 자양동 200-2,36.3413,127.4513,양방향,N,N,Y,경보등+경보음,2020,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900150,2021-45,방범용,기타,"동대전로131번길 40-26
(자양동 236-14)",대전광역시 동구 동대전로131번길 40-26,대전광역시 동구 자양동 236-14,36.3347,127.4449,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900151,2021-46,방범용,기타,"동대전로131번길 8-20
(자양동 141-14)",대전광역시 동구 동대전로131번길 8-20,대전광역시 동구 자양동 141-14,36.335,127.4458,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900152,2021-47,방범용,기타,자양동 67-12,대전광역시 동구 자양동 67-12,대전광역시 동구 자양동 67-12,36.3358,127.4463,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900153,2021-48,방범용,기타,동대전로154번길 36(자양동 75-3),대전광역시 동구 동대전로154번길 36,대전광역시 동구 자양동 75-3,36.3347,127.4488,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900154,2021-49-1,방범용,기타,"삼성동 369-10
(통신회선 주소 : 삼성동 458)",대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.3428,127.4239,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900155,2021-49-2,방범용,기타,"삼성동 369-10
(통신회선 주소 : 삼성동 458)",대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.343,127.4247,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900156,2021-49-3,방범용,기타,"삼성동 369-10
(통신회선 주소 : 삼성동 458)",대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.3431,127.4252,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900157,2021-49-4,방범용,기타,"삼성동 369-10
(통신회선 주소 : 삼성동 458)",대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.3431,127.4254,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900158,2021-49-5,방범용,기타,삼성동 369-10,대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.3429,127.4247,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900159,2021-49-6,방범용,기타,삼성동 369-10,대전광역시 동구 삼성동 369-10,대전광역시 동구 삼성동 369-10,36.3427,127.4242,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900085,2008-9(19),방범용,기타,"대동로 15(자양동)
(자양동 76-4)",대전광역시 동구 대동로 15,대전광역시 동구 자양동 76-4,36.3333,127.4471,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900086,2011-39(17),방범용,기타,"계족로446번길 19(용전동)
(용전동 132-3)",대전광역시 동구 계족로446번길 19,대전광역시 동구 용전동 132-3,36.3513,127.4338,양방향,N,N,Y,경보등+경보음,2011,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900087,2013-25(19),방범용,기타,자양동 73-12,대전광역시 동구 자양동 73-12,대전광역시 동구 자양동 73-12,36.335,127.4481,양방향,N,N,Y,경보등+경보음,2021,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900088,2014-18(21),방범용,기타,"백룡로6번길 101(대동)
(대동 404-2)",대전광역시 동구 백룡로6번길 101,대전광역시 동구 대동 404-2,36.3319,127.4453,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900089,2014-20(21),방범용,기타,"송촌남로11번길 147(용전동)
(용전동 13-3)",대전광역시 동구 송촌남로11번길 147,대전광역시 동구 용전동 13-3,36.3575,127.4358,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900091,2014-27(21),방범용,기타,"가양로68번길 9(가양동)
(가양동 293-5)",대전광역시 동구 가양로68번길 9 (가양로80번길 23),대전광역시 동구 가양동 293-5 (가양동 295-8),36.3426,127.4429,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900092,2015-02(21),방범용,기타,"광명길 14(대동)
(대동 353-1)",대전광역시 동구 광명길 14,대전광역시 동구 대동 353-1,36.3256,127.4481,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900093,2015-03(21),방범용,기타,대동 1-1237,대전광역시 대동 1-1237,대전광역시 동구 대동 1-1237,36.3304,127.4503,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900094,2015-04(21),방범용,기타,대동 354-17,대전광역시 대동 354-17,대전광역시 대동 354-17,36.3246,127.448,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900095,2022-66,방범용,기타,"용운로 204(용운동)
(용운동 303)",대전광역시 동구 용운로 204,대전광역시 동구 용운동 303,36.3267,127.4649,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900096,2015-06(21),방범용,기타,구도동 388,대전광역시 동구 구도동 388,대전광역시 동구 구도동 388,36.2675,127.4718,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900097,2015-07(21),방범용,기타,구도동 367,대전광역시 동구 구도동 367,대전광역시 동구 구도동 367,36.2703,127.4719,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900090,2014-25(21),방범용,기타,"용운로132번길 13(용운동)
(용운동 307-23)",대전광역시 동구 용운로132번길 13,대전광역시 동구 용운동 307-23,36.3277,127.4578,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900098,2015-08(21),방범용,기타,구도동 379,대전광역시 동구 구도동 379,대전광역시 동구 구도동 379,36.272,127.4688,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900099,2015-09(21),방범용,기타,"우암로 208(가양동)
(가양동 531-51)",대전광역시 동구 우암로 208,대전광역시 동구 가양동 531-51,36.3424,127.4396,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900100,2015-10(21),방범용,기타,"동대전로 107(대동)
(대동 402-37)",대전광역시 동구 동대전로 107,대전광역시 동구 대동 402-37,36.3318,127.4444,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900101,2015-11(21),방범용,기타,"백룡로11번길 20(자양동)
(자양동 94-3)",대전광역시 동구 백룡로11번길 20,대전광역시 동구 자양동 94-3,36.3373,127.4506,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900040,공원-10호,방범용,화장실,동산어린이공원,대전광역시 동구 옛신탄진로81번길20,대전광역시 동구 홍도동111-1,36.347655,127.420672,양방향,Y,Y,N,경보등+경보음,2024,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:21,2026-06-18 16:19:29
3640000,202636400000900041,공원-11호,방범용,화장실,매봉어린이공원,대전광역시 동구 동구청로56,대전광역시 동구 대성동132,36.302397,127.460345,미연계,N,N,N,경보등+경보음,2017,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:21,2026-06-18 16:19:29
3640000,202636400000900042,공원-12호,방범용,화장실,선암어린이공원,대전광역시 동구 용운로164번길42,대전광역시 동구 용운동377-7,36.326226,127.460053,미연계,N,N,N,경보등+경보음,2018,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:21,2026-06-18 16:19:30
3640000,202636400000900043,공원-13호,방범용,화장실,성남어린이공원,대전광역시 동구 동서대로1678번길17,대전광역시 동구 성남동495-1,36.348119,127.43678,미연계,N,N,N,경보등+경보음,2010,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:21,2026-06-18 16:19:30
3640000,202636400000900044,공원-14호,방범용,화장실,식장산문화공원,대전광역시 동구 세천공원로32-836,대전광역시 동구 세천동 산43-3,36.304,127.483574,미연계,N,N,N,경보등+경보음,2015,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900045,공원-15호,방범용,화장실,신흥문화공원,대전광역시 동구 신흥동241,대전광역시 동구 신흥동241,36.324656,127.445616,양방향,Y,Y,N,경보등+경보음,2024,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900046,공원-16호,방범용,화장실,옥토끼어린이공원,대전광역시 동구 석천로99-16,대전광역시 동구 낭월동810,36.275402,127.467242,미연계,N,N,N,경보등+경보음,2024,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900047,공원-17호,방범용,화장실,용수골어린이공원,대전광역시 동구 대학로40,대전광역시 동구 용운동659,36.333608,127.456164,양방향,Y,Y,N,경보등+경보음,2021,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900048,공원-18호,방범용,화장실,용천가로공원,"대전광역시 동구 새울로,대전광역시 동구",대전광역시 동구 용운동297-4,36.327699,127.462939,미연계,N,N,N,경보등+경보음,2021,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900049,공원-19호,방범용,화장실,판암근린공원,대전광역시 동구 판암동496-25,대전광역시 동구 판암동 496-25,36.31886,127.454193,양방향,Y,Y,N,경보등+경보음,2024,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900050,공원-20호,방범용,화장실,판암양지근린공원,대전광역시 동구 판암동838,대전광역시 동구 판암동 838,36.319832,127.460637,미연계,N,N,N,경보등+경보음,2019,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900051,공원-21호,방범용,화장실,홍도어린이공원,대전광역시 동구 대전로994번길27,대전광역시 동구 홍도동 142-4,36.34463,127.122172,미연계,N,N,N,경보등+경보음,2017,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900052,공원-22호,방범용,화장실,상소동산림욕장,대전광역시 동구 산내로724-36,대전광역시 동구 상소동 산1-1,36.231486,127.471039,미연계,N,N,N,경보등+경보음,2012,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900053,공원-23호,방범용,화장실,절고개,대전광역시 동구 천개동로251번길 107-56,대전광역시 동구 효평동 산89-1,36.381597,127.453602,미연계,N,N,N,경보등+경보음,2023,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900054,공원-24호,방범용,화장실,절탑삼거리,대전광역시 동구 세천공원로32-533,대전광역시 동구 세천동 산34,36.311751,127.491668,미연계,N,N,N,경보등+경보음,2017,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900055,공원-25호,방범용,화장실,금강생태마당,대전광역시 동구 세천로8번길 33,대전광역시 동구 세천동 18-1,36.338606,127.491885,미연계,Y,Y,N,경보등+경보음,2026,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900056,공원-26호,방범용,화장실,곤룡쉼터,대전광역시 동구 곤룡로 210,대전광역시 동구 낭월동 산4-18,36.278081,127.487145,양방향,Y,Y,N,경보등+경보음,2024,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900057,공원-27호,방범용,화장실,세천쌈지정원,대전광역시 동구 신상동233,대전광역시 동구 신상동 233,36.352955,127.504349,양방향,Y,Y,N,경보등+경보음,2025,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900058,공원-28호,방범용,화장실,홍도쉼표정원,대전광역시 동구 성남동232,대전광역시 동구 성남동 232,36.343408,127.425921,미연계,N,N,N,경보등+경보음,2023,2026-02-01,Y,대전광역시 동구청,042-251-4751,2026-05-08,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900059,관광-6호,방범용,화장실,신촌한터,,대전광역시 동구 신촌동 산 15-8,36.223,127.3051,단방향,Y,N,N,경보등+경보음,2025,2025-10-29,Y,대전광역시 동구청,042-251-4583,2025-10-30,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900060,관광-5호,방범용,화장실,대별동 족구장,,대전광역시 동구 대별동 216,36.1712,127.2728,단방향,Y,N,N,경보등+경보음,2023,2025-10-24,Y,대전광역시 동구청,042-251-4583,2025-10-30,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900061,공동주택-1호,방범용,화장실,홍도동 입영열차,대전광역시 동구 동산초교로45번길 20-12,대전광역시 동구 홍도동 45-21,36.205,127.2531,단방향,Y,N,N,경보등+경보음,2021,2025-10-24,Y,대전광역시 동구청,042-251-4583,2025-10-30,I,2026-06-19 22:28:22,2026-06-18 16:19:30
3640000,202636400000900109,2015-24(26),방범용,기타,가오동 16-1,대전광역시 동구 가오동 16-1,대전광역시 동구 가오동 16-1,36.3089,127.4613,양방향,N,N,Y,경보등+경보음,2026,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900102,2015-15(21),방범용,기타,"성남로 15(성남동)
(성남동 528)",대전광역시 동구 성남로 15,대전광역시 동구 성남동 528,36.3437,127.4341,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900186,2024-23,방범용,기타,대성동 194-2,대전광역시 동구 대성동 194-2,대전광역시 동구 대성동 194-2,36.2965,127.4594,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900187,2024-24,방범용,기타,대성동 395-13,대전광역시 동구 대성동 395-13,대전광역시 동구 대성동 395-13,36.3012,127.4561,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900106,2015-21(26),방범용,기타,"태전로 172(삼성동)
(삼성동 375-28)",대전광역시 동구 태전로 172,대전광역시 동구 삼성동 375-28,36.3425,127.419,양방향,N,N,Y,경보등+경보음,2026,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900107,2015-22(26),방범용,기타,"대전로 867번길 40-31(삼성동)
(삼성동 120-17)",대전광역시 동구 대전로 867번길 40-31,대전광역시 동구 삼성동 120-17,36.3369,127.427,양방향,N,N,Y,경보등+경보음,2026,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900108,2015-23(26),방범용,기타,가오동 64-12,대전광역시 동구 가오동 64-12,대전광역시 동구 가오동 64-12,36.3106,127.4621,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900173,2022-140,방범용,기타,태전로 32-1 (정동 31-4),대전광역시 동구 태전로 32-1,대전광역시 동구 정동 31-4,36.3335,127.4296,양방향,N,N,Y,경보등+경보음,2022,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900174,2024-01,방범용,기타,백룡로11번길 125(자양동 194-6),대전광역시 동구 백룡로11번길 125,대전광역시 동구 자양동 194-6,36.3412,127.4506,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900175,2024-03,방범용,기타,동서대로 1679(용전동 117-22),대전광역시 동구 동서대로 1679,대전광역시 동구 용전동 117-22,36.3491,127.4362,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900176,2024-04,방범용,기타,동서대로 1690(성남동 494-8),대전광역시 동구 동서대로 1690,대전광역시 동구 성남동 494-8,36.3493,127.4376,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900189,2024-31,방범용,기타,낭월동 69-1,대전광역시 동구 낭월동 69-1,대전광역시 동구 낭월동 69-1,36.2813,127.4699,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900188,2024-27,방범용,기타,낭월동 288-151,대전광역시 동구 낭월동 288-151,대전광역시 동구 낭월동 288-151,36.283,127.4676,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900190,2024-32,방범용,기타,낭월동 58-3,대전광역시 동구 낭월동 58-3,대전광역시 동구 낭월동 58-3,36.2818,127.4704,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900191,2024-33,방범용,기타,합내로 70(가양동 448-1),대전광역시 동구 합내로 70,대전광역시 동구 가양동 448-1,36.3493,127.4401,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900185,2024-22,방범용,기타,대성동 194-2,대전광역시 동구 대성동 194-2,대전광역시 동구 대성동 194-2,36.2967,127.4599,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900105,2015-20(26),방범용,기타,대동 138-8,대전광역시 동구 대동 138-8,대전광역시 동구 대동 138-8,36.3283,127.4443,양방향,N,N,Y,경보등+경보음,2026,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900103,2015-16(22),방범용,기타,"동산초교로22번길 57(홍도동)
(홍도동 72-34)",대전광역시 동구 동산초교로22번길 57,대전광역시 동구 홍도동 72-34,36.3476,127.4298,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900104,2015-19(23),방범용,기타,"인창로 59(인동)
(인동 72-11)",대전광역시 동구 인창로 59,대전광역시 동구 인동 72-11,36.3239,127.4357,양방향,N,N,Y,경보등+경보음,2015,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:04
3640000,202636400000900181,2024-09,방범용,기타,신상동 282,대전광역시 동구 신상동 282,대전광역시 동구 신상동 282,36.3541,127.4985,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900184,2024-12,방범용,기타,백룡로11번길 62(자양동 84-28),대전광역시 동구 백룡로11번길 62,대전광역시 동구 자양동 84-28,36.3384,127.4499,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900182,2024-10,방범용,기타,가양동 4-18,대전광역시 동구 가양동 4-18,대전광역시 동구 가양동 4-18,36.3472,127.4589,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900183,2024-11,방범용,기타,자양동 99-9,대전광역시 동구 자양동 99-9,대전광역시 동구 자양동 99-9,36.3328,127.4516,양방향,N,N,Y,경보등+경보음,2024,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900208,2025-34,방범용,기타,"고니4길 42
(자양동 279-12)",대전광역시 동구 고니4길 42,대전광역시 동구 고니4길 42 (자양동 279-12),36.3322,127.4431,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900209,2025-35,방범용,기타,"동대전로 262
(가양2동 403-1)",대전광역시 동구 동대전로 262,대전광역시 동구 동대전로 262 (가양2동 403-1),36.345,127.447,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900211,2025-37,방범용,기타,충정로 53(가양동 3),대전광역시 동구 충정로 53,대전광역시 동구 가양동 3,36.3488,127.4595,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900212,2025-38,방범용,기타,충정로 53(가양동 3),대전광역시 동구 충정로 53,대전광역시 동구 가양동 3,36.3488,127.4599,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900218,2025-58,방범용,기타,"가양로132번길 26
(가양1동 430-6)",대전광역시 동구 가양로132번길 26 (가양1동 430-6),대전광역시 동구 가양로132번길 26 (가양1동 430-6),36.3481,127.4424,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900219,2025-59,방범용,기타,자양동 87-3,대전광역시 동구 자양동 87-3,대전광역시 동구 자양동 87-3,36.3394,127.4523,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
3640000,202636400000900217,2025-44,방범용,기타,추동 445,대전광역시 동구 추동 445,대전광역시 동구 추동 445,36.3731,127.4744,양방향,N,N,Y,경보등+경보음,2025,2026-05-30,Y,대전광역시 동구청,042-251-4175,2026-05-30,I,2026-06-19 22:28:23,2026-06-18 16:21:05
