개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
3650000,202236500000800607,대전광역시 중구청,,대전광역시 중구 대흥동 326-477,어린이보호,1,200,테미근린공원(뒤) 도서관뒤,30,201108,042-606-6090,36.31942965,127.4225166,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:44
3650000,202536500000800378,대전광역시 중구청,대전광역시 중구 중앙로13번길 56 인근(용두동),대전광역시 중구 용두동 26-19,생활방범,1,200,대중한의원주변,30,201305,042-606-6090,36.3246749,127.4121682,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:51
3650000,202636500000800883,대전광역시 중구청,대전광역시 중구 보문로 286(선화동),대전광역시 중구 선화동 284-4,쓰레기단속,1,200,반경 2~3m,7,202206,042-606-7290,36.327493,127.422038,2026-05-18,,2026-05-27 22:28:20,2026-05-26 17:26:33
3650000,202636500000800884,대전광역시 중구청,대전광역시 중구 산서로 466(침산동),대전광역시 중구 침산동 산17-1,쓰레기단속,1,200,반경 2~3m,7,202206,042-606-7290,36.26798,127.39616,2026-05-18,,2026-05-27 22:28:20,2026-05-26 17:26:33
3650000,202436500000801133,대전광역시 중구청,대전광역시 중구 당디로 15(산성동),대전광역시 중구 산성동 328-14,생활방범,2,200,산에언덕노래방 앞 삼거리,30,202003,042-606-6090,36.306584,127.394351,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:32
3650000,202236500000800215,대전광역시 중구청,대전광역시 중구 문화로126번길 7 (문화동),대전광역시 중구 문화동 668-47,어린이보호,2,200,둥근별어린이집 옆,30,201808,042-606-6090,36.3124016,127.4000447,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:41
3650000,202536500000800936,대전광역시 중구청,대전광역시 중구 부용로41번길77 (부사동),대전광역시 중구  부사동 396-1,생활방범,2,200,신일중학교 정문 앞,30,202305,042-606-6090,36.309858,127.434577,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:55
3650000,202436500000801297,대전광역시 중구청,대전광역시 중구 계백로1685번길24(오류동),대전광역시 중구 오류동 166-19,생활방범,2,200,대전방앗간 맞은편,30,201611,042-606-6090,36.3219966,127.4061516,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:33
3650000,202536500000800192,대전광역시 중구청,대전광역시 중구 문화로46번길 50(산성동),대전광역시 중구 산성동 36-2,생활방범,2,200,민방위교육장 인근,30,200808,042-606-6090,36.3079851,127.3919671,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:50
3650000,202236500000800718,대전광역시 중구청,대전광역시 중구 송리로 11 (문화동),대전광역시 중구 문화동 583-1,어린이보호,1,200,대문초등학교 정문,30,200905,042-606-6090,36.30631812,127.4007351,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:45
3650000,202636500000800606,대전광역시 중구청,대전광역시 중구 모암로 17번길 22(옥계동),대전광역시 중구 옥계동 25-1,어린이보호,2,200,옥계초등학교 주변,30,201405,042-606-6090,36.3021793,127.4493828,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800603,대전광역시 중구청,대전광역시 중구 보문로 78-1(부사동),대전광역시 중구 부사동 137-1,어린이보호,1,200,보운초등학교,30,201405,042-606-6090,36.3137707,127.4326516,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202336500000800537,대전광역시 중구청,대전광역시 중구 대흥로121번길30-7,대전광역시 중구 대흥동409-2,생활방범,2,200,대전여중뒷골목삼거리,30,201710,042-606-6090,36.3249475,127.4256025,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:44
3650000,202636500000800047,대전광역시 중구청,대전광역시 중구 보문산로 369번길 133 (문화동),대전광역시 중구 문화1동 85-10,생활방범,2,200,경일산업 및 사거리,30,201609,042-606-6090,36.311236,127.411777,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:27
3650000,202636500000800885,대전광역시 중구청,대전광역시 중구 돌다리로48번길 45(석교동),대전광역시 중구 석교동 319-6,쓰레기단속,1,200,반경 2~3m,7,201907,042-606-7290,36.304585,127.438417,2026-05-18,,2026-05-27 22:28:20,2026-05-26 17:26:33
3650000,202636500000800889,대전광역시 중구청,대전광역시 중구 대흥로10번길 72(대흥동),대전광역시 중구 대흥동 258-20,쓰레기단속,1,200,반경 2~3m,7,201907,042-606-7290,36.31930055,127.4186322,2026-05-18,,2026-05-27 22:28:20,2026-05-26 17:26:33
3650000,202636500000800049,대전광역시 중구청,대전광역시 중구 과례로22번길 56-19 (문화동),대전광역시 중구 문화1동 155-10,생활방범,2,200,문화1동 155-10,30,202107,042-606-6090,36.308368,127.40978,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:27
3650000,202536500000800092,대전광역시 중구청,대전광역시 중구 선화동 260-1,대전광역시 중구 선화동 260-1,교통단속,1,200,말망산네거리,30,202206,042-606-6883,36.33358446,127.4194674,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:49
3650000,202236500000800463,대전광역시 중구청,대전광역시 중구 보문산로177번안길 2 (문화동),대전광역시 중구 문화동 571-21,어린이보호,1,200,대문초등학교 뒷골목길,30,201506,042-606-6090,36.306909,127.399745,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:43
3650000,202436500000800279,대전광역시 중구청,대전광역시 중구 유등천동로689번길(용두동),대전광역시 중구 용두동710,시설물관리,1,200,중촌그린공원 서쪽정자,30,201506,042-606-6090,36.3371461,127.4023803,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:29
3650000,202636500000800050,대전광역시 중구청,대전광역시 중구 대흥로175번길 38(대흥동),대전광역시 중구 대흥동 2-9,생활방범,5,200,포차 대전극장 앞 사거리,30,202307,042-606-6090,36.326826,127.430334,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:27
3650000,202636500000800483,대전광역시 중구청,대전광역시 중구 대종로402번길 6(대흥동),대전광역시 중구 대흥동 50-10,생활방범,2,200,한밭상사뒤,30,201609,042-606-6090,36.3211512,127.4308884,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:30
3650000,202636500000800484,대전광역시 중구청,대전광역시 중구 대종로422번길13(대흥동),대전광역시 중구 대흥동 37-8,생활방범,2,200,이레빌 앞,30,201609,042-606-6090,36.3227962,127.4300423,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:30
3650000,202436500000801005,대전광역시 중구청,대전광역시 중구 모암로7번길 168 (옥계동),대전광역시 중구 옥계동 154-3,생활방범,2,200,드림마트 사거리,30,202210,042-606-6090,36.296042,127.454145,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:31
3650000,202636500000800485,대전광역시 중구청,대전광역시 중구 선화동 437-26,대전광역시 중구 선화동 437-26,시설물관리,2,200,양지근린공원2(파란들식당 앞),30,201608,042-606-6090,36.3256264,127.4163094,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:30
3650000,202236500000800376,대전광역시 중구청,대전광역시 중구 대종로101번길 10 (옥계동),대전광역시 중구 옥계동 16-14,생활방범,2,200,모암빌라 앞,30,201609,042-606-6090,36.30140779,127.4515004,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:43
3650000,202636500000800486,대전광역시 중구청,대전광역시 중구 선화동 438-10,대전광역시 중구 선화동 438-10,시설물관리,2,200,양지근린공원1(호수돈여고 옆길),30,201608,042-606-6090,36.3265599,127.4154619,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:30
3650000,202636500000800991,대전광역시 중구청,대전광역시 중구 송리로14번길 1,대전광역시 중구 문화동 496-15,교통단속,1,200,대문초교 부근,30,201810,042-606-6883,36.307082,127.401494,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202636500000800487,대전광역시 중구청,대전광역시 중구 선화동 산15-5,대전광역시 중구 선화동 산15-5,시설물관리,1,500,양지근린공원내2(화장실 옆),30,201608,042-606-6090,36.3250559,127.4159447,2026-04-30,,2026-05-27 22:28:20,2026-05-26 17:26:30
3650000,202636500000800992,대전광역시 중구청,대전광역시 중구 계백로1716번길 39,대전광역시 중구 문화동 1-38,교통단속,1,200,글꽃초교 부근,30,201810,042-606-6883,36.319477,127.411021,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202636500000800561,대전광역시 중구청,대전광역시 중구 보문산로 177번안길8(문화2동),대전광역시 중구 문화2동563-3,시설물관리,1,200,모산공원 샘물쉼터부근,30,201506,042-606-6090,36.3064542,127.3989871,2026-04-30,,2026-05-27 22:28:16,2026-05-26 17:26:30
3650000,202636500000800990,대전광역시 중구청,대전광역시 중구 서문로 9,대전광역시 중구 문화동 160-1,교통단속,1,200,한밭도서관 부근,30,201810,042-606-6883,36.309337,127.408051,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202236500000800576,대전광역시 중구청,대전광역시 중구 선화서로 70 (선화동),대전광역시 중구 선화동 186-14,생활방범,1,200,법원관사 앞,30,201201,042-606-6090,36.32996243,127.417304,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:44
3650000,202536500000800355,대전광역시 중구청,대전광역시 중구 보문로 115(대사동),대전광역시 중구 대사동 177-2,어린이보호,1,200,삼문사유치원 입구(한국화교소학교 입구),30,201206,042-606-6090,36.3137776,127.4283433,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:51
3650000,202636500000800607,대전광역시 중구청,대전광역시 중구 중교로 93-1 인근(은행동),대전광역시 중구 은행동 72-7,생활방범,2,200,실비해장국앞,30,201401,042-606-6090,36.3274717,127.4298545,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202236500000800589,대전광역시 중구청,대전광역시 중구 봉소루로36번길 48-21 (석교동),대전광역시 중구 석교동 227-13,생활방범,1,200,대복빌리지C동 옆,30,201101,042-606-6090,36.30632242,127.4395173,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:44
3650000,202636500000800608,대전광역시 중구청,대전광역시 중구 중교로 6-1 인근(대흥동),대전광역시 중구 대흥동 508-11,생활방범,1,200,투다리 앞,30,201401,042-606-6090,36.3242077,127.4209603,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800609,대전광역시 중구청,대전광역시 중구 계백로1700 인근(문화1동),대전광역시 중구 문화1동 1-16,생활방범,2,200,서대전지하보도내,30,201312,042-606-6090,36.3216563,127.4099346,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800610,대전광역시 중구청,대전광역시 중구 중교로 32 인근(대흥동),대전광역시 중구 대흥동 452-2,생활방범,1,200,마음편한병원 앞,30,201401,042-606-6090,36.3251652,127.4235716,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800611,대전광역시 중구청,대전광역시 중구 중교로 47-1 인근(대흥동),대전광역시 중구 대흥동 251-5,생활방범,1,200,자립지원센터 앞,30,201401,042-606-6090,36.3258155,127.4251642,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202336500000800081,대전광역시 중구청,대전광역시 중구 태평로 10,대전광역시 중구 유천1동 327-15,어린이보호,1,200,버드내초등학교정문,30,200808,042-606-6090,36.3178396,127.3918568,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:40
3650000,202436500000800137,대전광역시 중구청,대전광역시 중구 보문산로 321-2(문화1동),대전광역시 중구 문화1동 27-11,어린이보호,2,200,문화어린이놀이터,30,201108,042-606-6090,36.3116611,127.4127881,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:28
3650000,202636500000800612,대전광역시 중구청,대전광역시 중구 중교로 74 인근(대흥동),대전광역시 중구 대흥동 153-1,생활방범,1,200,박산부인과 앞,30,201401,042-606-6090,36.3266383,127.4277252,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800613,대전광역시 중구청,대전광역시 중구 목척9길 13 일원(은행동),대전광역시 중구 은행동114-35,생활방범,1,200,한울슈퍼 앞,30,201308,042-606-6090,36.3304036,127.4267178,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800614,대전광역시 중구청,대전광역시 중구 선화서로126번길 27 인근(선화동),대전광역시 중구 선화동158-14,생활방범,1,200,광명세탁소 위,30,201308,042-606-6090,36.3348414,127.4150625,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800642,대전광역시 중구청,대전광역시 중구 계백로1660번길 4 인근(문화1동),대전광역시 중구 문화1동 316-23,생활방범,1,200,서대전 육교 밑,30,201208,042-606-6090,36.3199949,127.4042993,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800993,대전광역시 중구청,대전광역시 중구 계룡로830번길 70,대전광역시 중구 오류동 179-14,교통단속,1,200,오류초교 부근,30,201810,042-606-6883,36.325384,127.403753,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202636500000800994,대전광역시 중구청,대전광역시 중구 유천로 117,대전광역시 중구 태평동 385-10,교통단속,1,200,태평초교 부근,30,201810,042-606-6883,36.322157,127.396008,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202636500000800995,대전광역시 중구청,대전광역시 중구 목중로19번길 70,대전광역시 중구 목동 26-1,교통단속,1,200,목동초교 부근,30,201810,042-606-6883,36.335214,127.409129,2026-05-18,,2026-05-27 22:28:16,2026-05-26 17:26:34
3650000,202636500000800569,대전광역시 중구청,대전광역시 중구 모암로 35(옥계동),대전광역시 중구 옥계동 65,어린이보호,1,200,옥계초등학교 정문옆,30,201506,042-606-6090,36.3008516,127.4476413,2026-04-30,,2026-05-27 22:28:16,2026-05-26 17:26:30
3650000,202636500000800570,대전광역시 중구청,대전광역시 중구 보문로 63번길(부사동),대전광역시 중구 부사동 299-1,시설물관리,1,200,부사쌈지공원,30,201506,042-606-6090,36.3117944,127.4327386,2026-04-30,,2026-05-27 22:28:16,2026-05-26 17:26:30
3650000,202636500000800571,대전광역시 중구청,대전광역시 중구 사득로 54번길 55-1(석교동),대전광역시 중구 석교동 246-15,시설물관리,1,200,석교2소공원,30,201506,042-606-6090,36.3075163,127.4368965,2026-04-30,,2026-05-27 22:28:16,2026-05-26 17:26:30
3650000,202636500000800589,대전광역시 중구청,대전광역시 중구 유등천동로 684(중촌동),대전광역시 중구 중촌동 315-2,시설물관리,2,200,중촌그린공원3,30,201405,042-606-6090,36.3380227,127.4037846,2026-04-30,,2026-05-27 22:28:16,2026-05-26 17:26:31
3650000,202236500000800009,대전광역시 중구청,대전 중구 보문로 24-1,대전 중구 문창동 365-11,교통단속,3,200,문창시장(문창신협) 부근,30,200704,042-606-6885,36.314356,127.437914,2022-06-17,I,2026-05-15 18:45:37,2022-06-17 17:23:40
3650000,202436500000801792,대전광역시 중구청,대전광역시 중구 목중로54번길 29-1(중촌동),대전광역시 중구 중촌동 58-1,쓰레기단속,1,200,반경 2~3m,7,201505,042-606-7290,36.33941583,127.4084166,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:37
3650000,202436500000800036,대전광역시 중구청,대전광역시 중구 선화로 156(선화동),대전광역시 중구 선화동 84,어린이보호,1,200,선화초등학교 담장,30,200905,042-606-6090,36.3317382,127.4236252,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:27
3650000,202536500000800688,대전광역시 중구청,대전광역시 중구 대전천서로 691-62(중촌동),대전광역시 중구 중촌동 144,생활방범,2,200,가구대통령 앞,30,201808,042-606-6090,36.3430415,127.4081252,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:54
3650000,202336500000800148,대전광역시 중구청,대전광역시 중구 대둔산로350번길 45,대전광역시 중구 사정동 433-15,어린이보호,2,200,산성초등학교 주변,30,201103,042-606-6090,36.2992657,127.3869852,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:41
3650000,202336500000800741,대전광역시 중구청,대전광역시 중구 중앙로109번길 41,대전광역시 중구 선화동 282-8,생활방범,2,200,수연빌 앞 삼거리,30,202206,042-606-6090,36.328997,127.421095,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:45
3650000,202336500000800266,대전광역시 중구청,대전광역시 중구 천근로 26 인근,대전광역시 중구 문화2동 475-34,생활방범,1,200,천근오거리,30,201305,042-606-6090,36.3093667,127.4028938,2023-08-25,I,2026-05-15 18:45:36,2023-08-29 09:00:42
3650000,202436500000801197,대전광역시 중구청,대전광역시 중구 봉소루로36번길 14(석교동),대전광역시 중구 석교동 215-1,생활방범,2,200,새나라교회 앞,30,201904,042-606-6090,36.308319,127.441056,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:32
3650000,202436500000800176,대전광역시 중구청,대전광역시 중구 대흥로175번길 17 인근(대흥동),대전광역시 중구 대흥동 96-1,생활방범,2,200,대전극장 앞,30,201208,042-606-6090,36.3261024,127.4307595,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:28
3650000,202536500000800270,대전광역시 중구청,대전광역시 중구 보문로199번길 55(대흥동),대전광역시 중구 대흥동 326-188,시설물관리,1,200,테미도서관 주변,30,201103,042-606-6090,36.3200032,127.4213861,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:51
3650000,202436500000801085,대전광역시 중구청,대전광역시 중구 유천로 49(유천1동),대전광역시 중구 유천1동 212-23,생활방범,2,200,마레 꼬마김밥 앞,30,202109,042-606-6090,36.316949,127.39791,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:32
3650000,202236500000800301,대전광역시 중구청,대전광역시 중구 보문산로294번길 47 (문화동),대전광역시 중구 문화동 65-3,생활방범,2,200,등산로 입구(트레비앙A동 앞),30,201611,042-606-6090,36.30826522,127.4122358,2022-06-17,I,2026-05-15 18:45:37,2022-06-17 17:23:42
3650000,202436500000800794,대전광역시 중구청,대전광역시 중구 대종로 648,대전광역시 중구 중촌동 418-1,교통단속,5,200,선치과(중촌초교)부근,30,202302,042-606-6883,36.33835545,127.4140511,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:32
3650000,202436500000801582,대전광역시 중구청,대전광역시 중구 태평로 35 (태평2동),대전광역시 중구 태평2동 551,어린이보호,1,200,동양유치원  (버드내@ 214동 옆),30,201108,042-606-6090,36.3218021,127.3902931,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:36
3650000,202536500000800635,대전광역시 중구청,대전광역시 중구 동서대로1185번길 21(태평2동),대전광역시 중구 태평2동 412-1,생활방범,2,200,한밭하이츠 뒷편,30,201705,042-606-6090,36.3281045,127.3919696,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:54
3650000,202436500000800781,대전광역시 중구청,대전광역시 중구 과례로22번길 56-19,대전광역시 중구 문화1동 155-10,생활방범,2,200,문화1동 155-10,30,202107,042-606-6090,36.308368,127.409780,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:32
3650000,202336500000800045,대전광역시 중구청,대전광역시 중구 문화로270번길 40 (대사동),대전광역시 중구 643-79,쓰레기단속,2,200,반경 2~3m,7,202206,042-606-7290,36.316003,127.414273,2023-08-25,I,2026-05-15 18:45:36,2023-08-29 09:00:40
3650000,202336500000800129,대전광역시 중구청,대전광역시 중구 보문로67번길 77,대전광역시 중구 부사동 364-79,어린이보호,1,200,성광유치원 주변,30,201103,042-606-6090,36.3102226,127.4359727,2023-08-25,I,2026-05-15 18:45:36,2023-08-29 09:00:41
3650000,202436500000800344,대전광역시 중구청,대전광역시 중구 선화동 437-26,대전광역시 중구 선화동 437-26,시설물관리,2,200,양지근린공원2(파란들식당 앞),30,201608,042-606-6090,36.3256264,127.4163094,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:29
3650000,202636500000800222,대전광역시 중구청,대전광역시 중구 안영로79번길143 (안영동),대전광역시 중구 안영동667-1,생활방범,2,200,성심주택 앞 삼거리,30,202008,042-606-6090,36.291116,127.377579,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:28
3650000,202636500000800223,대전광역시 중구청,대전광역시 중구 산성동 162-10,대전광역시 중구 산성동 162-10,어린이보호,2,200,주안교회 앞 삼거리,30,202008,042-606-6090,36.307506,127.388499,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:28
3650000,202636500000800224,대전광역시 중구청,대전광역시 중구 침산동 345-1,대전광역시 중구 침산동 345-1,생활방범,2,200,언고개 보행도로 중간지점,30,202008,042-606-6090,36.282519,127.393674,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:28
3650000,202636500000800225,대전광역시 중구청,대전광역시 중구 안영로 68 (사정동),대전광역시 중구 사정동 487,생활방범,2,200,우남스타원 아파트 정문 앞,30,202008,042-606-6090,36.294443,127.381942,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:28
3650000,202636500000800618,대전광역시 중구청,대전광역시 중구 대전천서로 521(선화동),대전광역시 중구 선화동 84,어린이보호,1,200,선화초등학교,30,201305,042-606-6090,36.3332983,127.4230083,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202536500000800260,대전광역시 중구청,대전광역시 중구 보문산로36번길 9(산성동),대전광역시 중구 산성동 122-14,시설물관리,1,200,멋티공원,30,201103,042-606-6090,36.3038283,127.3842352,2025-09-30,I,2026-05-15 18:45:37,2025-11-07 11:49:51
3650000,202436500000801171,대전광역시 중구청,대전광역시 중구 대종로602번길 7(선화동),대전광역시 중구 선화동 115-4,생활방범,2,200,공주슈퍼 앞 사거리,30,201904,042-606-6090,36.335719,127.417921,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:32
3650000,202336500000800206,대전광역시 중구청,대전광역시 중구 계백로1716번길 글꽃초 공원,대전광역시 중구 문화1동 1-257,생활방범,1,200,문화1근린공원(뒤) 글꽃초교 옆,30,201108,042-606-6090,36.3189767,127.4110997,2023-08-25,I,2026-05-15 18:45:36,2023-08-29 09:00:41
3650000,202236500000800167,대전광역시 중구청,대전광역시 중구 테미로 49 (대흥동),대전광역시 중구 대흥동 518-13,생활방범,2,200,부사어린이집 앞 사거리,30,201910,042-606-6090,36.32232928,127.4219762,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:41
3650000,202236500000800246,대전광역시 중구청,,대전광역시 중구 선화동 105-1,차량방범,4,200,미화모텔 뒤,30,201712,042-606-6090,36.2949628,127.4547278,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:42
3650000,202636500000800726,대전광역시 중구청,대전광역시 중구 동서대로1403번길 116(목동),대전광역시 중구 목동 52-83,어린이보호,2,200,운경유치원 주변,30,201103,042-606-6090,36.3374594,127.4079467,2026-04-30,,2026-05-27 22:28:18,2026-05-26 17:26:32
3650000,202636500000800310,대전광역시 중구청,대전광역시 중구 목중로 34(중촌동),대전광역시 중구 중촌동 16-11,생활방범,2,200,옛대전형무소(추모탑 옆),30,201811,042-606-6090,36.337256,127.409948,2026-04-30,,2026-05-27 22:28:18,2026-05-26 17:26:29
3650000,202636500000800619,대전광역시 중구청,대전광역시 중구 대종로696번길 15-9(중촌동),대전광역시 중구 중촌동 85,시설물관리,1,200,무릉공원,30,201305,042-606-6090,36.3421024,127.4105521,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800621,대전광역시 중구청,대전광역시 중구 목동로22번길 39-24(목동),대전광역시 중구 목동 26-9,어린이보호,1,200,목동초등학교,30,201305,042-606-6090,36.3352386,127.4091465,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800620,대전광역시 중구청,대전광역시 중구 대종로680번길 10(중촌동),대전광역시 중구 중촌동 89-1,어린이보호,1,200,중촌초등학교,30,201305,042-606-6090,36.3406812,127.4117026,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202636500000800622,대전광역시 중구청,대전광역시 중구 계룡로904번길 30(문화1동),대전광역시 중구 문화1동 1-39,시설물관리,1,200,서대전시민광장(광장내),30,201305,042-606-6090,36.3212296,127.4116907,2026-04-30,,2026-05-27 22:28:17,2026-05-26 17:26:31
3650000,202436500000800317,대전광역시 중구청,대전광역시 중구 돌다리로19번길 26(석교동),대전광역시 중구 석교동 41-1,어린이보호,2,200,은혜아파트 사거리(으뜸어린이집 입구),30,201605,042-606-6090,36.3070549,127.4414461,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:29
3650000,202436500000800150,대전광역시 중구청,대전광역시 중구 모암로17번길 100 인근(옥계동),대전광역시 중구 옥계동 31-18,생활방범,2,200,동광마트 인근,30,201101,042-606-6090,36.2992721,127.4517808,2024-01-01,I,2026-05-15 18:45:37,2024-02-05 09:58:28
3650000,202436500000801682,대전광역시 중구청,대전광역시 중구 오류로 97-15 인근(오류동),대전광역시 중구 오류동 190-19,생활방범,1,200,한밭주택 옆,30,201008,042-606-6090,36.3286695,127.4009962,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:37
3650000,202336500000800125,대전광역시 중구청,대전광역시 중구 대종로224번안길 33,대전광역시 중구 석교동 70-24,어린이보호,2,200,석교초등학교 주변,30,201103,042-606-6090,36.3090249,127.4445927,2023-08-25,I,2026-05-15 18:45:36,2023-08-29 09:00:41
3650000,202436500000800983,대전광역시 중구청,대전광역시 중구 계백로1550번길 98 (유천동),대전광역시 중구 유천동 286-12,생활방범,2,200,미소마트 사거리,30,202212,042-606-6090,36.312873,127.393803,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:31
3650000,202436500000801500,대전광역시 중구청,대전광역시 중구 중교로 93-1 인근(은행동),대전광역시 중구 은행동 72-7,생활방범,2,200,실비해장국앞,30,201401,042-606-6090,36.3274717,127.4298545,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:35
3650000,202236500000800692,대전광역시 중구청,,대전광역시 중구 중촌동 16-4,생활방범,1,200,현대아파트 113동 앞,30,201008,042-606-6090,36.33865512,127.409921,2022-06-17,I,2026-05-15 18:45:37,2022-06-17 17:23:45
3650000,202436500000801465,대전광역시 중구청,대전광역시 중구 목중로 34(중촌동),대전광역시 중구 중촌동 16-11,생활방범,1,200,자유총연맹 광장내,30,201502,042-606-6090,36.3375591,127.4101946,2024-06-30,I,2026-05-15 18:45:37,2024-08-01 13:36:35
3650000,202336500000800562,대전광역시 중구청,대전광역시 중구 동서대로1466번길 4,대전광역시 중구 선화동105-1,생활방범,4,200,미화모텔 뒤,30,201712,042-606-6090,36.3376618,127.4175235,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:44
3650000,202336500000800285,대전광역시 중구청,대전광역시 중구 선화로119번길 16-3,대전광역시 중구 선화동 139,생활방범,1,200,어린이청소년마당,30,201305,042-606-6090,36.3311268,127.4203573,2023-08-25,I,2026-05-15 18:45:37,2023-08-29 09:00:42
3650000,202236500000800155,대전광역시 중구청,대전광역시 중구 테미로 61 (대흥동),대전광역시 중구 대흥동 518-25,생활방범,2,200,중촌동 경로공원,30,202003,042-606-6090,36.338522,127.416028,2022-06-17,I,2026-05-15 18:45:37,2022-06-17 17:23:41
3650000,202236500000800077,대전광역시 중구청,,대전광역시 중구 정생동 산 29-4,재난재해,1,400,(보.저수지) 장생동 소류지,30,201512,042-606-6119,36.24376071,127.398873,2022-06-17,I,2026-05-15 18:45:36,2022-06-17 17:23:41
